"attribution_id","incident_id","attribution_year","attribution_month","attribution_day","attribution_date","attribution_basis","attribution_type","attribution_subtype","attributing_country","attributing_actor","attributing_company","settled_attribution","initiator_name","initiator_alpha_2","initiator_country","initiator_category","initiator_subcategory"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","Japan National Policy Agency (NPA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","Federal Office for the Protection of the Constitution (BfV)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","German Federal Intelligence Service (BND)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","Canadian Centre for Cyber Security (CCCS)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","New Zealand National Cyber Security Centre (NCSC-NZ)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","National Center of Incident Readiness and Strategy for Cybersecurity (NISC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Japan","Federal Bureau of Investigation (FBI)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","Federal Bureau of Investigation (FBI)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","Australian Cyber Security Centre (ACSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","National Security Agency (NSA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","Japan National Policy Agency (NPA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","Federal Office for the Protection of the Constitution (BfV)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","German Federal Intelligence Service (BND)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","Canadian Centre for Cyber Security (CCCS)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","New Zealand National Cyber Security Centre (NCSC-NZ)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","National Center of Incident Readiness and Strategy for Cybersecurity (NISC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United States","Australian Cyber Security Centre (ACSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United States","Federal Bureau of Investigation (FBI)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","National Intelligence Service (South Korea)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United States","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United States","National Intelligence Service (South Korea)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United States","Japan National Policy Agency (NPA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United States","Federal Office for the Protection of the Constitution (BfV)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United States","German Federal Intelligence Service (BND)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United States","Canadian Centre for Cyber Security (CCCS)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United States","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United States","New Zealand National Cyber Security Centre (NCSC-NZ)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United States","National Center of Incident Readiness and Strategy for Cybersecurity (NISC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Australia","Federal Bureau of Investigation (FBI)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United States","National Security Agency (NSA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","National Security Agency (NSA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","Federal Bureau of Investigation (FBI)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","National Intelligence Service (South Korea)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","Japan National Policy Agency (NPA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","Federal Office for the Protection of the Constitution (BfV)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","German Federal Intelligence Service (BND)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","Canadian Centre for Cyber Security (CCCS)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","New Zealand National Cyber Security Centre (NCSC-NZ)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","National Center of Incident Readiness and Strategy for Cybersecurity (NISC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Canada","Australian Cyber Security Centre (ACSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Canada","Federal Bureau of Investigation (FBI)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Canada","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Canada","National Security Agency (NSA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Canada","National Intelligence Service (South Korea)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Canada","Japan National Policy Agency (NPA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Canada","Federal Office for the Protection of the Constitution (BfV)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Canada","German Federal Intelligence Service (BND)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Canada","Canadian Centre for Cyber Security (CCCS)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Canada","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Canada","New Zealand National Cyber Security Centre (NCSC-NZ)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Canada","National Center of Incident Readiness and Strategy for Cybersecurity (NISC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","Australian Cyber Security Centre (ACSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Australia","Australian Cyber Security Centre (ACSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Japan","National Security Agency (NSA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United States","New Zealand National Cyber Security Centre (NCSC-NZ)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","National Center of Incident Readiness and Strategy for Cybersecurity (NISC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Japan","Federal Bureau of Investigation (FBI)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Japan","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Japan","National Intelligence Service (South Korea)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Japan","Japan National Policy Agency (NPA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Japan","Federal Office for the Protection of the Constitution (BfV)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Japan","German Federal Intelligence Service (BND)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Japan","Canadian Centre for Cyber Security (CCCS)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Japan","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","New Zealand National Cyber Security Centre (NCSC-NZ)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Japan","New Zealand National Cyber Security Centre (NCSC-NZ)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Germany","Australian Cyber Security Centre (ACSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Germany","Federal Bureau of Investigation (FBI)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Germany","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Germany","National Security Agency (NSA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Germany","National Intelligence Service (South Korea)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Germany","Japan National Policy Agency (NPA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Germany","Federal Office for the Protection of the Constitution (BfV)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Germany","German Federal Intelligence Service (BND)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Germany","Canadian Centre for Cyber Security (CCCS)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Japan","National Center of Incident Readiness and Strategy for Cybersecurity (NISC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Germany","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","German Federal Intelligence Service (BND)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United States","National Center of Incident Readiness and Strategy for Cybersecurity (NISC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Australia","Australian Cyber Security Centre (ACSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Australia","Federal Bureau of Investigation (FBI)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Australia","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Australia","National Security Agency (NSA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Australia","National Intelligence Service (South Korea)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Australia","Japan National Policy Agency (NPA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Australia","Federal Office for the Protection of the Constitution (BfV)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Australia","German Federal Intelligence Service (BND)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","Canadian Centre for Cyber Security (CCCS)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Australia","Canadian Centre for Cyber Security (CCCS)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Australia","New Zealand National Cyber Security Centre (NCSC-NZ)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Australia","National Center of Incident Readiness and Strategy for Cybersecurity (NISC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","Australian Cyber Security Centre (ACSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","Federal Bureau of Investigation (FBI)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","National Security Agency (NSA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","National Intelligence Service (South Korea)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","Japan National Policy Agency (NPA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Korea, Republic of","Federal Office for the Protection of the Constitution (BfV)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Australia","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Germany","New Zealand National Cyber Security Centre (NCSC-NZ)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Japan","Australian Cyber Security Centre (ACSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","Australian Cyber Security Centre (ACSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","Federal Bureau of Investigation (FBI)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","National Security Agency (NSA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","National Intelligence Service (South Korea)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","Japan National Policy Agency (NPA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","Federal Office for the Protection of the Constitution (BfV)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","German Federal Intelligence Service (BND)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","Canadian Centre for Cyber Security (CCCS)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","New Zealand National Cyber Security Centre (NCSC-NZ)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","National Center of Incident Readiness and Strategy for Cybersecurity (NISC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United States","Australian Cyber Security Centre (ACSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United States","Federal Bureau of Investigation (FBI)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United States","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
